Geneid	protein_id	product	ctrl4	ctrl5	ctrl6	IP1	IP2	IP3
SAOUHSC_02277	ABD31315.1	O-sialoglycoprotein endopeptidase%2C putative	4791	3393	3402	2089	1962	689
SAOUHSC_02278	ABD31316.1	ribosomal-protein-alanine acetyltransferase	780	574	617	466	735	43
SAOUHSC_02279	ABD31317.1	conserved hypothetical protein	1300	926	839	1076	1049	96
SAOUHSC_02280	ABD31318.1	conserved hypothetical protein	660	505	465	771	1259	54
SAOUHSC_A02169	ABD32064.1	hypothetical protein	3	3	4	1	2	0
SAOUHSC_02281	ABD31319.1	dihydroxy-acid dehydratase	1644	1421	966	11747	12647	5472
SAOUHSC_02282	ABD31320.1	acetolactate synthase%2C large subunit%2C biosynthetic type	1758	1443	1003	18311	18454	6616
SAOUHSC_02283	ABD31321.1	conserved hypothetical protein	171	117	96	2288	1582	664
SAOUHSC_02284	ABD31322.1	ketol-acid reductoisomerase	1006	786	608	13893	14746	2668
SAOUHSC_02285	ABD31323.1	2-isopropylmalate synthase	2138	1512	1126	21617	20410	5485
SAOUHSC_02286	ABD31324.1	3-isopropylmalate dehydrogenase	1398	1032	814	13155	16623	3740
SAOUHSC_02287	ABD31325.1	3-isopropylmalate dehydratase%2C large subunit	2007	1503	1304	17747	18424	10039
SAOUHSC_02288	ABD31326.1	3-isopropylmalate dehydratase%2C small subunit	838	500	484	6761	8063	1590
SAOUHSC_02289	ABD31327.1	thereonine dehydratase%2C putative	1523	968	808	12801	10652	1858
SAOUHSC_02290	ABD31328.1	conserved hypothetical protein	373	222	204	47	26	2
SAOUHSC_R00014	NA	NA	7	1	0	4	1	4
SAOUHSC_R0009	NA	NA	1700	1860	742	1335	1034	2413
SAOUHSC_R0004	NA	NA	436	228	82	490	309	1063
SAOUHSC_T00025	NA	NA	1049	446	413	247	117	152
SAOUHSC_T00034	NA	NA	120	67	94	59	159	24
SAOUHSC_02294	ABD31329.1	hypothetical protein	1	4	4	2	0	1
SAOUHSC_02296	ABD31330.1	conserved hypothetical protein	6345	4617	6773	1964	2476	303
SAOUHSC_02297	ABD31331.1	S1 RNA binding domain protein	18984	14120	20104	6157	7369	1154
SAOUHSC_02298	ABD31332.1	sigma factor B%2C putative	31385	26758	29897	19519	32102	4820
SAOUHSC_02299	ABD31333.1	anti-sigma B factor%2C putative	7380	6373	7128	7045	11609	1475
SAOUHSC_02300	ABD31334.1	STAS domain%2C putative	4032	3338	3420	4935	4932	571
SAOUHSC_02301	ABD31335.1	sigmaB regulation protein RsbU%2C putative	6049	4862	5457	8402	9636	886
SAOUHSC_02302	ABD31336.1	sigmaB regulation protein RsbU%2C putative	2797	2271	2414	4845	6894	629
SAOUHSC_A02189	ABD32065.1	hypothetical protein	60	37	55	191	68	151
SAOUHSC_02303	ABD31337.1	conserved hypothetical protein	2365	2211	1810	5775	7617	3510
SAOUHSC_02304	ABD31338.1	conserved hypothetical protein	750	619	507	1807	1371	109
SAOUHSC_02305	ABD31339.1	alanine racemase	5395	4040	4490	4767	4555	911
SAOUHSC_02306	ABD31340.1	holo-(acyl-carrier-protein) synthase	1459	1195	1199	1342	1901	188
SAOUHSC_02307	ABD31341.1	conserved hypothetical protein	999	779	802	922	1101	91
SAOUHSC_02308	ABD31342.1	conserved hypothetical protein	3766	2724	3063	3889	4619	934
SAOUHSC_02309	ABD31343.1	conserved hypothetical protein	543	384	511	729	985	38
SAOUHSC_02310	ABD31344.1	potassium-transporting ATPase%2C C subunit	1839	1501	1547	1972	3720	1169
SAOUHSC_02311	ABD31345.1	potassium-translocating P-type ATPase%2C B subunit%2C putative	3798	3002	3362	4728	12076	2689
SAOUHSC_02312	ABD31346.1	potassium-transporting ATPase%2C A subunit	1505	1157	1464	3496	9127	1028
SAOUHSC_02313	ABD31347.1	hypothetical protein	80	44	74	31	30	3
SAOUHSC_02314	ABD31348.1	sensor protein KdpD%2C putative	4232	3197	3209	26443	54859	4062
SAOUHSC_02315	ABD31349.1	DNA-binding response regulator%2C putative	1414	959	1051	2766	6727	577
SAOUHSC_02316	ABD31350.1	ATP-dependent RNA helicase%2C DEAD box family%2C putative	75376	58175	76683	33830	22683	9220
SAOUHSC_02317	ABD31351.1	UDP-N-acetylmuramoylalanyl-D-glutamyl-2%2C6-diaminopimelate--D-alanyl-D-alanyl ligase	11720	8308	9448	10906	13009	2074
SAOUHSC_02318	ABD31352.1	D-alanine--D-alanine ligase	7087	5923	5773	9464	11160	1609
SAOUHSC_02319	ABD31353.1	conserved hypothetical protein	3183	2527	2011	4240	3618	533
SAOUHSC_02320	ABD31354.1	conserved hypothetical protein	6473	6195	4576	7218	8264	696
SAOUHSC_02321	ABD31355.1	conserved hypothetical protein	1192	868	1216	477	645	52
SAOUHSC_02322	ABD31356.1	conserved hypothetical protein	1305	920	1153	607	646	46
SAOUHSC_02323	ABD31357.1	cardiolipin synthetase%2C putative	2586	2298	2028	5137	5934	921
SAOUHSC_02324	ABD31358.1	conserved hypothetical protein	1181	972	849	1938	1563	270
SAOUHSC_02325	ABD31359.1	hypothetical protein	457	464	383	723	832	217
SAOUHSC_02326	ABD31360.1	conserved hypothetical protein	328	325	241	468	278	296
SAOUHSC_02327	ABD31361.1	conserved hypothetical protein	18323	15895	13900	23548	25508	4772
SAOUHSC_02328	ABD31362.1	thiamine-phosphate pyrophosphorylase	425	275	300	190	181	62
SAOUHSC_02329	ABD31363.1	hydroxyethylthiazole kinase%2C putative	388	265	242	187	181	47
SAOUHSC_02330	ABD31364.1	phosphomethylpyrimidine kinase	300	253	213	181	234	38
SAOUHSC_02331	ABD31365.1	conserved hypothetical protein	246	165	131	165	199	12
SAOUHSC_02332	ABD31366.1	conserved hypothetical protein	47	30	15	26	30	9
SAOUHSC_02333	ABD31367.1	sceD protein%2C putative	438	276	297	267	219	30
SAOUHSC_02334	ABD31368.1	bacteriophage L54a%2C single-stranded DNA binding protein	689	416	471	531	530	59
SAOUHSC_02335	ABD31369.1	conserved hypothetical protein	628	499	444	1750	2588	295
SAOUHSC_02336	ABD31370.1	beta-hydroxyacyl-ACP dehydratase%2C putative	6024	6260	4538	9816	12878	2978
SAOUHSC_02337	ABD31371.1	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	16822	18292	13554	27567	33694	8569
SAOUHSC_02338	ABD31372.1	conserved hypothetical protein	1264	1465	1172	2604	2978	71
SAOUHSC_02339	ABD31373.1	hypothetical protein	17	22	9	22	29	5
SAOUHSC_02340	ABD31374.1	ATP synthase F1%2C epsilon subunit	11221	9131	7804	19229	27751	7996
SAOUHSC_02341	ABD31375.1	ATP synthase F1%2C beta subunit	30194	25153	20707	51462	66327	33140
SAOUHSC_02343	ABD31376.1	ATP synthase F1%2C gamma subunit	16655	14359	12450	31264	47417	7732
SAOUHSC_02345	ABD31377.1	ATP synthase F1%2C alpha subunit	23545	22281	16340	44951	53985	17980
SAOUHSC_02346	ABD31378.1	ATP synthase F1%2C delta subunit	7928	7001	5991	14973	22805	2899
SAOUHSC_02347	ABD31379.1	ATP synthase F0%2C B subunit	9240	8713	6404	18036	19851	7900
SAOUHSC_02349	ABD31380.1	ATP synthase F0%2C C subunit	6109	6162	4179	12588	20890	6801
SAOUHSC_02350	ABD31381.1	ATP synthase F0%2C A subunit	11497	10760	7890	25713	30617	6489
SAOUHSC_02351	ABD31382.1	conserved hypothetical protein	6385	5048	4500	14025	18641	999
SAOUHSC_02352	ABD31383.1	UDP-N-acetylglucosamine 2-epimerase	16625	13601	10569	31391	34103	9966
SAOUHSC_02353	ABD31384.1	uracil phosphoribosyltransferase	7850	6433	4853	15743	13960	3458
SAOUHSC_02354	ABD31385.1	serine hydroxymethyltransferase%2C putative	19941	17133	12803	42905	45754	18923
SAOUHSC_02355	ABD31386.1	conserved hypothetical protein	6593	5648	4258	15582	22063	13541
SAOUHSC_02356	ABD31387.1	conserved hypothetical protein	825	646	752	682	912	75
SAOUHSC_02357	ABD31388.1	conserved hypothetical protein	1377	1071	1053	1372	1563	214
SAOUHSC_02358	ABD31389.1	modification methylase%2C HemK family%2C putative	7325	6322	6527	6199	5532	1083
SAOUHSC_02359	ABD31390.1	peptide chain release factor 1	7564	6407	6933	5497	5513	1350
SAOUHSC_02360	ABD31391.1	thymidine kinase%2C putative	3891	3345	3507	2418	2248	236
SAOUHSC_02361	ABD31392.1	ribosomal protein L31	54826	40301	41937	18066	11343	2616
SAOUHSC_02362	ABD31393.1	transcription termination factor Rho	18580	17618	17957	21148	23321	3439
SAOUHSC_02363	ABD31394.1	aldehyde dehydrogenase%2C putative	15940	15100	11809	30856	37716	14132
SAOUHSC_02364	ABD31395.1	conserved hypothetical protein	45473	36020	41386	6593	8086	731
SAOUHSC_02365	ABD31396.1	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	43834	39959	41455	12359	16586	2176
SAOUHSC_02366	ABD31397.1	conserved hypothetical protein	31914	24146	25899	29337	22232	5910
SAOUHSC_02367	ABD31398.1	conserved hypothetical protein	796	571	539	1348	1271	84
SAOUHSC_02368	ABD31399.1	CTP synthase	6636	6416	5631	10576	12950	2895
SAOUHSC_02369	ABD31400.1	DNA-directed RNA polymerase%2C delta subunit%2C putative	12734	9204	10282	8205	10147	939
SAOUHSC_02370	ABD31401.1	conserved hypothetical protein	1477	1225	1036	1995	1419	223
SAOUHSC_A02254	ABD32066.1	hypothetical protein	36	24	52	47	67	4
SAOUHSC_02371	ABD31402.1	conserved hypothetical protein	2329	2374	1861	2284	2526	614
SAOUHSC_02372	ABD31403.1	conserved hypothetical protein	6450	5428	5601	4670	4997	547
SAOUHSC_02373	ABD31404.1	conserved hypothetical protein	3002	2888	2321	2935	3977	490
SAOUHSC_02374	ABD31405.1	aminobenzoyl-glutamate utilization protein B%2C putative	2098	2407	1713	2901	3958	806
SAOUHSC_02375	ABD31406.1	autoinducer-2 production protein LuxS%2C putative	1662	1506	1058	3415	4727	923
SAOUHSC_02376	ABD31407.1	conserved hypothetical protein	29251	20875	20662	3720	3476	392
SAOUHSC_02377	ABD31408.1	pyrimidine nucleoside phosphorylase%2C putative	71775	60025	57704	9617	13806	2869
SAOUHSC_02378	ABD31409.1	hypothetical protein	818	580	761	196	244	37
SAOUHSC_02379	ABD31410.1	deoxyribose-phosphate aldolase	18760	15815	12923	4835	6138	2522
SAOUHSC_02380	ABD31411.1	purine nucleoside phosphorylase	16164	13750	11641	6918	6611	941
SAOUHSC_02381	ABD31412.1	conserved hypothetical protein	503331	360342	360038	13060	10874	1558
SAOUHSC_02382	ABD31413.1	conserved hypothetical protein	1679	1300	1311	1868	3394	259
SAOUHSC_02383	ABD31414.1	conserved hypothetical protein	5962	4798	4678	6737	8872	542
SAOUHSC_02384	ABD31415.1	conserved hypothetical protein	861	757	627	992	1358	160
SAOUHSC_02385	ABD31416.1	mannose-6-phosphate isomerase%2C class I	1901	1679	1421	3975	6426	741
SAOUHSC_02386	ABD31417.1	conserved hypothetical protein	268	251	253	651	1072	33
SAOUHSC_02387	ABD31418.1	conserved hypothetical protein	1145	1253	912	5221	8239	2681
SAOUHSC_02388	ABD31419.1	conserved hypothetical protein	2277	2722	2069	341	448	28
SAOUHSC_02389	ABD31420.1	cation efflux family protein%2C putative	9234	9780	8320	1737	2006	193
SAOUHSC_02390	ABD31421.1	lytic regulatory protein%2C putative	6306	5092	4623	14530	20752	1027
SAOUHSC_02391	ABD31422.1	conserved hypothetical protein	5205	4182	2389	12768	6314	4070
SAOUHSC_02392	ABD31423.1	truncated resolvase	671	726	731	399	694	42
SAOUHSC_02393	ABD31424.1	conserved hypothetical protein	413	327	384	1135	1730	131
SAOUHSC_02394	ABD31425.1	hypothetical protein	8	3	10	26	27	12
SAOUHSC_A02273	ABD32067.1	hypothetical protein	63	32	38	186	298	12
SAOUHSC_02396	ABD31426.1	conserved hypothetical protein	2863	2352	1775	3832	4988	790
SAOUHSC_02397	ABD31427.1	ABC transporter%2C ATP-binding protein%2C putative	1283	1281	1008	1673	2791	603
SAOUHSC_02399	ABD31428.1	glucosamine--fructose-6-phosphate aminotransferase%2C isomerizing	18155	12977	11956	9461	10017	1285
SAOUHSC_02400	ABD31429.1	PTS system%2C mannitol-specific component%2C putative	2421	2756	1878	5341	2440	593
SAOUHSC_02401	ABD31430.1	conserved hypothetical protein	2648	3466	1985	6743	8260	1492
SAOUHSC_02402	ABD31431.1	PTS system%2C mannitol-specific IIa component%2C putative	809	1015	574	2837	3180	1847
SAOUHSC_02403	ABD31432.1	mannitol-1-phosphate 5-dehydrogenase%2C putative	1893	2391	1278	6595	7058	1197
SAOUHSC_02404	ABD31433.1	conserved hypothetical protein	6893	4550	4632	2191	2057	320
SAOUHSC_02405	ABD31434.1	phosphoglucosamine mutase	12332	8847	9914	7965	9009	1638
SAOUHSC_02406	ABD31435.1	conserved hypothetical protein	4591	3494	3828	3029	2729	225
SAOUHSC_02407	ABD31436.1	conserved hypothetical protein	3954	3140	3078	3253	3387	247
SAOUHSC_02409	ABD31437.1	arginase	2231	2296	1139	6559	11497	1551
SAOUHSC_02410	ABD31438.1	transposase%2C putative	1549	1383	1333	822	652	28
SAOUHSC_02411	ABD31439.1	hypothetical protein	118	92	119	26	12	9
SAOUHSC_T00037	NA	NA	0	0	0	0	0	0
SAOUHSC_02412	ABD31440.1	hypothetical protein	0	0	0	0	0	0
SAOUHSC_T00017	NA	NA	0	0	0	0	0	0
SAOUHSC_T00058	NA	NA	363	276	246	123	54	81
SAOUHSC_T00061	NA	NA	405	598	402	83	68	28
SAOUHSC_T00020	NA	NA	35	19	16	20	2	27
SAOUHSC_T00010	NA	NA	127	95	107	81	24	52
SAOUHSC_R00015	NA	NA	2	2	0	2	2	6
SAOUHSC_R00010	NA	NA	1759	1839	735	1365	1040	2371
SAOUHSC_T00029	NA	NA	3229	788	1499	533	579	429
SAOUHSC_R0005	NA	NA	322	176	53	363	220	805
SAOUHSC_02416	ABD31441.1	hypothetical protein	24	3	19	7	4	1
SAOUHSC_02417	ABD31442.1	conserved hypothetical protein	7442	5559	6641	5226	5945	1367
SAOUHSC_02418	ABD31443.1	conserved hypothetical protein	6523	5008	6096	4428	5666	710
SAOUHSC_02419	ABD31444.1	conserved hypothetical protein	1220	729	1295	1260	1562	50
SAOUHSC_02420	ABD31445.1	conserved hypothetical protein	4422	3153	4350	1765	1744	222
SAOUHSC_02422	ABD31446.1	conserved hypothetical protein	5845	4802	4801	3915	3442	391
SAOUHSC_02423	ABD31447.1	UDP-N-acetylglucosamine pyrophosphorylase%2C putative	16494	14449	14708	10372	9778	2003
SAOUHSC_02424	ABD31448.1	conserved hypothetical protein	5768	4814	4622	4023	4050	209
SAOUHSC_02425	ABD31449.1	conserved hypothetical protein	13813	15204	8017	20792	23133	1974
SAOUHSC_02426	ABD31450.1	membrane protein%2C putative	16361	9603	18322	1069	1849	396
SAOUHSC_02427	ABD31451.1	conserved hypothetical protein	3858	2627	2950	1030	1367	176
SAOUHSC_02428	ABD31452.1	conserved hypothetical protein	3383	2588	2654	961	1426	177
SAOUHSC_02430	ABD31453.1	ABC transporter periplasmic binding protein%2C putative	12477	7189	10026	3194	4248	205
SAOUHSC_02432	ABD31454.1	hypothetical protein	26	21	27	12	27	1
SAOUHSC_02433	ABD31455.1	conserved hypothetical protein	1581	1256	1140	2073	1852	214
SAOUHSC_02434	ABD31456.1	conserved hypothetical protein	3442	3016	2582	4890	5406	1887
SAOUHSC_02435	ABD31457.1	conserved hypothetical protein	822	531	539	423	602	42
SAOUHSC_02436	ABD31458.1	conserved hypothetical protein	4883	3398	4613	2399	2948	269
SAOUHSC_02437	ABD31459.1	conserved hypothetical protein	360	346	358	112	113	9
SAOUHSC_02438	ABD31460.1	conserved hypothetical protein	132	101	104	44	44	9
SAOUHSC_02440	ABD31461.1	conserved hypothetical protein	108	60	68	46	21	1
SAOUHSC_02441	ABD31462.1	conserved hypothetical protein	95179	98075	60339	365834	516160	78175
SAOUHSC_02442	ABD31463.1	conserved hypothetical protein	14556	15553	10409	70742	86348	70833
SAOUHSC_02443	ABD31464.1	conserved hypothetical protein	37595	46286	24966	171686	244914	33932
SAOUHSC_02444	ABD31465.1	osmoprotectant transporter%2C BCCT family%2C opuD-like protein%2C putative	8548	11112	6593	45571	51643	12641
SAOUHSC_02445	ABD31466.1	conserved hypothetical protein	1946	1379	1309	1559	1828	662
SAOUHSC_02447	ABD31467.1	conserved hypothetical protein	6269	4758	2902	5710	5875	1640
SAOUHSC_02448	ABD31468.1	conserved hypothetical protein	1491	1217	892	2202	2905	320
SAOUHSC_02449	ABD31469.1	6-phospho-beta-galactosidase	3183	2417	1795	673	649	164
SAOUHSC_02450	ABD31470.1	pts system%2C lactose-specific IIBC component%2C putative	2032	1863	1180	518	438	171
SAOUHSC_02451	ABD31471.1	PTS system lactose-specific IIA component%2C putative	321	324	165	25	38	11
SAOUHSC_02452	ABD31472.1	tagatose 1%2C6-diphosphate aldolase	772	775	389	64	50	10
SAOUHSC_02453	ABD31473.1	tagatose-6-phosphate kinase	783	828	393	78	88	14
SAOUHSC_02454	ABD31474.1	galactose-6-phosphate isomerase%2C LacB subunit	368	425	224	44	35	1
SAOUHSC_02455	ABD31475.1	galactose-6-phosphate isomerase%2C LacA subunit	398	378	252	38	25	5
SAOUHSC_02456	ABD31476.1	lactose phosphotransferase system repressor%2C putative	1789	1190	1063	2323	2889	302
SAOUHSC_02457	ABD31477.1	transcriptional regulator%2C Sir2 family%2C putative	1839	1289	1068	1402	1582	374
SAOUHSC_A02331	ABD32068.1	conserved hypothetical protein	234	123	164	243	633	21
SAOUHSC_02458	ABD31478.1	conserved hypothetical protein	115	74	100	202	377	37
SAOUHSC_02459	ABD31479.1	conserved hypothetical protein	36	11	34	85	196	4
SAOUHSC_02460	ABD31480.1	conserved hypothetical protein	2132	1465	1228	3006	3874	470
SAOUHSC_02461	ABD31481.1	transcriptional regulator%2C merR family%2C putative	469	283	248	927	1091	48
SAOUHSC_02462	ABD31482.1	hypothetical protein	35	21	35	15	33	1
SAOUHSC_02463	ABD31483.1	hyaluronate lyase	1739	1128	1193	998	1294	173
SAOUHSC_02464	ABD31484.1	conserved hypothetical protein	1167	935	819	1181	1702	273
SAOUHSC_02465	ABD31485.1	conserved hypothetical protein	654	549	397	951	1019	101
SAOUHSC_02466	ABD31486.1	truncated MHC class II analog protein	5979	5936	2930	7754	6535	3003
SAOUHSC_02467	ABD31487.1	alpha-acetolactate decarboxylase	1197	754	795	692	469	71
SAOUHSC_02468	ABD31488.1	acetolactate synthase%2C putative	2015	1342	1405	1230	1180	290
SAOUHSC_02469	ABD31489.1	conserved hypothetical protein	89	53	43	113	182	19
SAOUHSC_02470	ABD31490.1	conserved hypothetical protein	130	113	91	573	898	124
SAOUHSC_02471	ABD31491.1	conserved hypothetical protein	1926	1463	1928	1352	2548	319
SAOUHSC_02472	ABD31492.1	conserved hypothetical protein	1865	1427	1629	2063	2517	243
SAOUHSC_02473	ABD31493.1	hypothetical protein	0	0	0	0	0	0
SAOUHSC_02474	ABD31494.1	conserved hypothetical protein	2217	1718	1607	2065	3575	714
SAOUHSC_02475	ABD31495.1	conserved hypothetical protein	360	331	377	461	1043	50
SAOUHSC_02476	ABD31496.1	conserved hypothetical protein	280	192	232	424	649	75
SAOUHSC_A02350	ABD32069.1	hypothetical protein	10	12	14	5	6	0
SAOUHSC_02477	ABD31497.1	ribosomal protein S9%2C putative	52802	48206	38572	32245	27708	15500
SAOUHSC_02478	ABD31498.1	ribosomal protein L13	40793	44483	35568	20868	24550	2944
SAOUHSC_02480	ABD31499.1	tRNA pseudouridine synthase A	3022	2802	2249	3161	3809	501
SAOUHSC_02481	ABD31500.1	cobalt transport protein%2C putative	1786	1579	1291	2107	2623	508
SAOUHSC_02482	ABD31501.1	ABC transporter%2C ATP-binding protein%2C putative	2495	2311	1855	3663	4455	563
SAOUHSC_02483	ABD31502.1	ABC transporter%2C ATP-binding protein%2C putative	1674	1547	1080	3105	4013	964
SAOUHSC_02484	ABD31503.1	ribosomal protein L17	34628	28665	26204	19203	16536	5710
SAOUHSC_02485	ABD31504.1	DNA-directed RNA polymerase alpha chain%2C putative	115328	99234	95564	68218	78781	23727
SAOUHSC_02486	ABD31505.1	ribosomal protein S11%2C putative	35815	32779	25630	22643	18534	8649
SAOUHSC_02487	ABD31506.1	conserved hypothetical protein	36284	32611	28462	22823	38350	11244
SAOUHSC_02488	ABD31507.1	ribosomal protein L36	16082	14251	17083	10314	31126	3137
SAOUHSC_02489	ABD31508.1	translation initiation factor IF-1	22209	19045	16575	13381	15848	1798
SAOUHSC_02490	ABD31509.1	adenylate kinase%2C putative	77844	69150	63486	52615	59683	20274
SAOUHSC_02491	ABD31510.1	preprotein translocase%2C SecY subunit%2C putative	121284	105146	91707	87730	123099	23109
SAOUHSC_02492	ABD31511.1	ribosomal protein L15	37402	32868	26098	29307	27003	24030
SAOUHSC_02493	ABD31512.1	ribosomal protein L30	23863	20638	20692	15477	31149	3079
SAOUHSC_02494	ABD31513.1	ribosomal protein S5	56855	50124	42512	39272	52576	31926
SAOUHSC_02495	ABD31514.1	ribosomal protein L18	42174	36088	34967	28443	57445	7139
SAOUHSC_02496	ABD31515.1	ribosomal protein L6%2C putative	45254	39803	32132	29779	28528	5494
SAOUHSC_02498	ABD31516.1	ribosomal protein S8%2C putative	44737	33297	35127	27281	46822	6922
SAOUHSC_02499	ABD31517.1	ribosomal protein S14p/S29e%2C putative	23843	18232	18002	13812	24194	2455
SAOUHSC_02500	ABD31518.1	50S ribosomal protein L5%2C putative	55509	44844	40570	32377	52318	10694
SAOUHSC_02501	ABD31519.1	ribosomal protein L24	43789	37391	35911	25223	47263	9939
SAOUHSC_02502	ABD31520.1	ribosomal protein L14	48252	38818	33065	25791	33664	12148
SAOUHSC_02503	ABD31521.1	30S ribosomal protein S17%2C putative	30635	26252	24251	18386	28746	2288
SAOUHSC_02504	ABD31522.1	ribosomal protein L29	17018	13447	13506	9448	15656	1728
SAOUHSC_02505	ABD31523.1	ribosomal protein L16	46502	40374	31890	25520	32859	15561
SAOUHSC_02506	ABD31524.1	ribosomal protein S3	70771	60369	50582	38789	51525	16626
SAOUHSC_02507	ABD31525.1	ribosomal protein L22	28867	25913	21342	16408	35983	9924
SAOUHSC_02508	ABD31526.1	ribosomal protein S19	44390	36841	32116	23805	42408	9673
SAOUHSC_02509	ABD31527.1	ribosomal protein L2	106821	90679	77683	77096	98125	70378
SAOUHSC_02510	ABD31528.1	ribosomal protein L23%2C putative	21326	17276	15349	14533	22083	4431
SAOUHSC_02511	ABD31529.1	conserved hypothetical protein	50535	44336	37133	32942	43199	22408
SAOUHSC_02512	ABD31530.1	ribosomal protein L3%2C putative	60922	51258	46574	37934	53806	24909
SAOUHSC_02515	ABD31531.1	conserved hypothetical protein	824	491	557	1135	2439	62
SAOUHSC_02516	ABD31532.1	conserved hypothetical protein	41075	24052	44946	7304	6667	1168
SAOUHSC_02517	ABD31533.1	DNA topoisomerase III%2C putative	7238	5096	7168	4592	6049	1434
SAOUHSC_02518	ABD31534.1	conserved hypothetical protein	19	3	42	9	20	3
SAOUHSC_02519	ABD31535.1	conserved hypothetical protein	1535	989	1301	1921	2961	192
SAOUHSC_02520	ABD31536.1	sugar transporter%2C putative	3589	2738	2520	4581	6935	1864
SAOUHSC_02521	ABD31537.1	conserved hypothetical protein	601	417	377	984	1798	272
SAOUHSC_02522	ABD31538.1	conserved hypothetical protein	2154	1373	1871	1256	1890	129
SAOUHSC_02523	ABD31539.1	conserved hypothetical protein	301	210	195	425	310	14
SAOUHSC_02524	ABD31540.1	conserved hypothetical protein	2963	1780	2763	1856	2368	244
SAOUHSC_02525	ABD31541.1	conserved hypothetical protein	10367	8087	8261	10554	15203	3068
SAOUHSC_02527	ABD31542.1	FmhB protein%2C putative	6927	4898	5526	6665	8574	1847
SAOUHSC_02528	ABD31543.1	conserved hypothetical protein	302	216	249	505	666	61
SAOUHSC_02529	ABD31544.1	conserved hypothetical protein	1018	728	838	1898	2577	383
SAOUHSC_02530	ABD31545.1	conserved hypothetical protein	1808	1091	2349	173	189	4
SAOUHSC_02531	ABD31546.1	conserved hypothetical protein	6052	3228	6995	391	400	36
SAOUHSC_02532	ABD31547.1	conserved hypothetical protein	6649	3605	7103	656	751	38
SAOUHSC_02533	ABD31548.1	conserved hypothetical protein	324	171	255	160	136	94
SAOUHSC_02534	ABD31549.1	conserved hypothetical protein	213	137	139	128	126	146
SAOUHSC_02535	ABD31550.1	conserved hypothetical protein	65	43	38	44	39	2
SAOUHSC_02536	ABD31551.1	molybdopterin cofactor biosynthesis protein A%2C putative	4773	3320	2908	4573	5645	1180
SAOUHSC_02537	ABD31552.1	molybdopterin-guanine dinucleotide biosynthesis mobA%2C putative	1346	1053	806	1648	1570	553
SAOUHSC_02538	ABD31553.1	molybdopterin converting factor%2C subunit 1	459	354	242	355	259	149
SAOUHSC_02540	ABD31554.1	molybdopterin converting factor moa%2C putative	1174	902	943	1050	2022	190
SAOUHSC_02541	ABD31555.1	molybdopterin-guanine dinucleotide biosynthesis protein MobB	1144	839	898	858	1612	205
SAOUHSC_02542	ABD31556.1	molybdopterin biosynthesis protein moeA%2C putative	2653	1924	1898	1749	2379	827
SAOUHSC_02543	ABD31557.1	molybdenum cofactor biosynthesis protein C	2871	2282	2142	2916	3543	404
SAOUHSC_02544	ABD31558.1	molybdopterin precursor biosynthesis moaB%2C putative	1028	799	694	746	931	305
SAOUHSC_02545	ABD31559.1	conserved hypothetical protein	1683	1280	1034	1561	1963	370
SAOUHSC_02546	ABD31560.1	molybdenum transport ATP-binding protein ModC%2C putative	1881	1282	1363	1193	1440	452
SAOUHSC_02547	ABD31561.1	molybdenum ABC transporter%2C permease protein%2C putative	1961	1286	1320	1664	1894	196
SAOUHSC_02549	ABD31562.1	molybdenum ABC transporter%2C periplasmic molybdate-binding protein	1402	963	977	1607	2408	230
SAOUHSC_02550	ABD31563.1	formate dehydrogenase family accessory protein FdhD	3174	2140	1665	2552	1365	147
SAOUHSC_02551	ABD31564.1	conserved hypothetical protein	2079	1480	1333	849	803	120
SAOUHSC_02552	ABD31565.1	conserved hypothetical protein	667	548	522	433	588	104
SAOUHSC_02553	ABD31566.1	conserved hypothetical protein	639	516	449	520	842	107
SAOUHSC_02554	ABD31567.1	conserved hypothetical protein	7434	6122	5509	5664	9811	1297
SAOUHSC_02555	ABD31568.1	conserved hypothetical protein	606	396	386	249	383	115
SAOUHSC_02556	ABD31569.1	conserved hypothetical protein	769	562	586	455	880	272
SAOUHSC_02557	ABD31570.1	urea transporter%2C putative	1871	972	1381	273	250	34
SAOUHSC_02558	ABD31571.1	urease%2C gamma subunit	359	201	239	39	26	8
SAOUHSC_02559	ABD31572.1	urease%2C beta subunit%2C putative	642	424	499	51	42	7
SAOUHSC_02561	ABD31573.1	urease%2C alpha subunit	3319	2158	2091	569	485	200
SAOUHSC_02562	ABD31574.1	urease accessory protein UreE%2C putative	1136	656	734	254	266	36
SAOUHSC_02563	ABD31575.1	urease accessory protein UreF%2C putative	1464	849	1053	289	339	33
SAOUHSC_02564	ABD31576.1	urease accessory protein UreG	2041	1302	1430	494	581	51
SAOUHSC_02565	ABD31577.1	urease accessory protein UreD%2C putative	3378	1828	2423	641	674	54
SAOUHSC_02566	ABD31578.1	conserved hypothetical protein	34614	15532	30963	16909	18253	2460
SAOUHSC_02567	ABD31579.1	hypothetical protein	28	17	21	61	45	4
SAOUHSC_02568	ABD31580.1	conserved hypothetical protein	2938	1967	2451	2626	4869	540
SAOUHSC_02569	ABD31581.1	conserved hypothetical protein	1466	955	1508	2380	3711	683
SAOUHSC_02570	ABD31582.1	conserved hypothetical protein	3166	2309	2634	7728	9860	1232
